,Data,cotacao_minerio,INCC,desocupacao_trim,cotacao_VALE3,PIB_trimestral
1125,2016-08-30,60.5,681.756,7.5,11.75,-3.22
1126,2016-08-31,60.43,681.756,7.5,11.28,-3.22
1127,2016-09-01,57.95,684.025,7.5,11.61,-3.22
1128,2016-09-02,58.05,684.025,7.5,12.14,-3.22
1129,2016-09-06,58.35,684.025,7.5,12.16,-3.22
1130,2016-09-07,57.47,684.025,7.5,12.16,-3.22
1131,2016-09-08,57.67,684.025,7.5,11.84,-3.22
1132,2016-09-09,57.87,684.025,7.5,11.22,-3.22
1133,2016-09-12,57.49,684.025,7.5,11.64,-3.22
1134,2016-09-13,57.43,684.025,7.5,10.83,-3.22
1135,2016-09-14,57.25,684.025,7.5,11.08,-3.22
1136,2016-09-15,57.15,684.025,7.5,11.08,-3.22
1137,2016-09-16,57.03,684.025,7.5,10.92,-3.22
1138,2016-09-19,56.92,684.025,7.5,11.09,-3.22
1139,2016-09-20,57.0,684.025,7.5,11.12,-3.22
1140,2016-09-21,56.88,684.025,7.5,11.75,-3.22
1141,2016-09-22,56.9,684.025,7.5,11.68,-3.22
1142,2016-09-23,56.86,684.025,7.5,11.75,-3.22
1143,2016-09-26,56.85,684.025,7.5,11.61,-3.22
1144,2016-09-27,56.78,684.025,7.5,11.72,-3.22
1145,2016-09-28,56.74,684.025,7.5,12.11,-3.22
1146,2016-09-29,56.71,684.025,7.5,11.98,-3.22
1147,2016-09-30,56.63,684.025,7.5,11.86,-2.45
1148,2016-10-03,55.11,684.025,7.5,12.05,-2.45
1149,2016-10-04,55.15,684.025,7.5,11.75,-2.45
1150,2016-10-05,55.27,684.025,7.5,11.89,-2.45
1151,2016-10-06,55.18,684.025,7.5,11.85,-2.45
1152,2016-10-07,54.97,684.025,7.5,11.98,-2.45
1153,2016-10-10,55.67,684.025,7.5,12.68,-2.45
1154,2016-10-11,55.78,684.025,7.5,12.38,-2.45
1155,2016-10-12,55.84,684.025,7.5,12.38,-2.45
1156,2016-10-13,55.79,684.025,7.5,11.82,-2.45
1157,2016-10-14,56.14,684.025,7.5,12.0,-2.45
1158,2016-10-17,56.33,684.025,7.5,12.14,-2.45
1159,2016-10-18,56.38,684.025,7.5,12.5,-2.45
1160,2016-10-19,56.46,684.025,7.5,12.4,-2.45
1161,2016-10-20,56.58,684.025,7.5,12.72,-2.45
1162,2016-10-21,56.6,684.025,7.5,13.25,-2.45
1163,2016-10-24,56.74,684.025,7.5,13.51,-2.45
1164,2016-10-25,56.96,684.025,7.5,14.21,-2.45
1165,2016-10-26,57.24,684.025,7.5,14.49,-2.45
1166,2016-10-27,57.47,684.025,7.5,14.65,-2.45
1167,2016-10-28,57.72,684.025,7.5,14.74,-2.45
1168,2016-10-31,62.77,684.025,7.5,14.7,-2.45
1169,2016-11-01,63.56,686.607,7.5,14.85,-2.45
1170,2016-11-02,62.59,686.607,7.5,14.85,-2.45
1171,2016-11-03,63.79,686.607,7.5,14.62,-2.45
1172,2016-11-04,63.67,686.607,7.5,14.39,-2.45
1173,2016-11-07,65.91,686.607,7.5,15.4,-2.45
1174,2016-11-08,65.99,686.607,7.5,15.96,-2.45
1175,2016-11-09,68.34,686.607,7.5,16.64,-2.45
1176,2016-11-10,69.74,686.607,7.5,17.89,-2.45
1177,2016-11-11,73.35,686.607,7.5,17.3,-2.45
1178,2016-11-14,72.23,686.607,7.5,17.61,-2.45
1179,2016-11-15,70.04,686.607,7.5,17.61,-2.45
1180,2016-11-16,70.41,686.607,7.5,16.74,-2.45
1181,2016-11-17,70.33,686.607,7.5,16.47,-2.45
1182,2016-11-18,70.2,686.607,7.5,16.36,-2.45
1183,2016-11-21,70.0,686.607,7.5,17.2,-2.45
1184,2016-11-22,70.88,686.607,7.5,18.49,-2.45
1185,2016-11-23,71.22,686.607,7.5,18.75,-2.45
1186,2016-11-25,71.81,686.607,7.5,19.24,-2.45
1187,2016-11-28,72.15,686.607,7.5,20.64,-2.45
1188,2016-11-29,72.26,686.607,7.5,19.43,-2.45
1189,2016-11-30,72.25,686.607,7.5,18.68,-2.45
1190,2016-12-01,75.54,688.985,7.6,18.95,-2.45
1191,2016-12-02,74.57,688.985,7.6,19.75,-2.45
1192,2016-12-05,76.2,688.985,7.6,19.82,-2.45
1193,2016-12-06,76.72,688.985,7.6,20.09,-2.45
1194,2016-12-07,79.2,688.985,7.6,20.78,-2.45
1195,2016-12-08,79.44,688.985,7.6,20.18,-2.45
1196,2016-12-09,78.89,688.985,7.6,19.83,-2.45
1197,2016-12-12,80.25,688.985,7.6,19.75,-2.45
1198,2016-12-13,80.47,688.985,7.6,18.97,-2.45
1199,2016-12-14,79.58,688.985,7.6,18.67,-2.45
1200,2016-12-15,79.94,688.985,7.6,18.9,-2.45
1201,2016-12-16,79.89,688.985,7.6,18.58,-2.45
1202,2016-12-19,79.62,688.985,7.6,17.44,-2.45
1203,2016-12-20,79.97,688.985,7.6,17.8,-2.45
1204,2016-12-21,80.0,688.985,7.6,17.73,-2.45
1205,2016-12-22,79.8,688.985,7.6,17.0,-2.45
1206,2016-12-23,79.75,688.985,7.6,16.87,-2.45
1207,2016-12-27,79.72,688.985,7.6,17.32,-2.45
1208,2016-12-28,79.75,688.985,7.6,17.87,-2.45
1209,2016-12-29,79.76,688.985,7.6,17.2,-2.45
1210,2016-12-30,79.75,688.985,7.6,17.2,-2.45
1211,2017-01-03,74.37,688.985,7.6,17.52,-2.45
1212,2017-01-04,74.66,688.985,7.6,17.21,-2.45
1213,2017-01-05,76.46,688.985,7.6,17.87,-2.45
1214,2017-01-06,75.73,688.985,7.6,17.39,-2.45
1215,2017-01-09,77.09,688.985,7.6,17.75,-2.45
1216,2017-01-10,78.27,688.985,7.6,19.11,-2.45
1217,2017-01-11,78.65,688.985,7.6,19.51,-2.45
1218,2017-01-12,78.83,688.985,7.6,20.14,-2.45
1219,2017-01-13,78.69,688.985,7.6,20.75,-2.45
1220,2017-01-17,79.83,688.985,7.6,20.47,-2.45
1221,2017-01-18,79.66,688.985,7.6,21.5,-2.45
1222,2017-01-19,79.64,688.985,7.6,21.07,-2.45
1223,2017-01-20,79.51,688.985,7.6,21.49,-2.45
1224,2017-01-23,79.69,688.985,7.6,22.31,-2.45
1225,2017-01-24,80.05,688.985,7.6,22.85,-2.45
1226,2017-01-25,80.13,688.985,7.6,22.85,-2.45
1227,2017-01-26,80.22,688.985,7.6,22.5,-2.45
1228,2017-01-27,80.3,688.985,7.6,22.57,-2.45
1229,2017-01-30,80.3,688.985,7.6,21.6,-2.45
1230,2017-01-31,80.4,688.985,7.6,21.55,-2.45
1231,2017-02-01,83.12,696.314,8.3,22.02,-2.45
1232,2017-02-02,83.82,696.314,8.3,21.87,-2.45
1233,2017-02-03,80.15,696.314,8.3,20.5,-2.45
1234,2017-02-06,79.15,696.314,8.3,20.04,-2.45
1235,2017-02-07,81.02,696.314,8.3,20.25,-2.45
1236,2017-02-08,81.88,696.314,8.3,20.48,-2.45
1237,2017-02-09,81.92,696.314,8.3,20.81,-2.45
1238,2017-02-10,84.11,696.314,8.3,21.96,-2.45
1239,2017-02-13,85.93,696.314,8.3,23.98,-2.45
1240,2017-02-14,85.91,696.314,8.3,23.04,-2.45
1241,2017-02-15,85.86,696.314,8.3,22.65,-2.45
1242,2017-02-16,85.72,696.314,8.3,22.61,-2.45
1243,2017-02-17,86.4,696.314,8.3,22.81,-2.45
1244,2017-02-21,87.28,696.314,8.3,23.8,-2.45
1245,2017-02-22,87.48,696.314,8.3,23.23,-2.45
1246,2017-02-23,87.41,696.314,8.3,22.21,-2.45
1247,2017-02-24,87.57,696.314,8.3,21.91,-2.45
1248,2017-02-27,87.89,696.314,8.3,21.91,-2.45
1249,2017-02-28,88.07,696.314,8.3,21.91,-2.45
1250,2017-03-01,87.62,697.41,8.7,22.21,-2.45
1251,2017-03-02,88.56,697.41,8.7,21.07,-2.45
1252,2017-03-03,87.57,697.41,8.7,21.31,-2.45
1253,2017-03-06,86.73,697.41,8.7,20.83,-2.45
1254,2017-03-07,86.89,697.41,8.7,20.7,-2.45
1255,2017-03-08,86.55,697.41,8.7,20.17,-2.45
1256,2017-03-09,86.35,697.41,8.7,20.21,-2.45
1257,2017-03-10,86.44,697.41,8.7,19.85,-2.45
1258,2017-03-13,87.51,697.41,8.7,20.77,-2.45
1259,2017-03-14,88.04,697.41,8.7,20.87,-2.45
1260,2017-03-15,89.03,697.41,8.7,22.31,-2.45
1261,2017-03-16,89.5,697.41,8.7,21.78,-2.45
1262,2017-03-17,89.47,697.41,8.7,20.96,-2.45
1263,2017-03-20,89.42,697.41,8.7,21.18,-2.45
1264,2017-03-21,88.99,697.41,8.7,19.45,-2.45
1265,2017-03-22,88.59,697.41,8.7,19.69,-2.45
1266,2017-03-23,88.51,697.41,8.7,19.58,-2.45
1267,2017-03-24,88.35,697.41,8.7,19.42,-2.45
1268,2017-03-27,87.91,697.41,8.7,19.68,-2.45
1269,2017-03-28,87.63,697.41,8.7,19.96,-2.45
1270,2017-03-29,87.44,697.41,8.7,20.16,-2.45
1271,2017-03-30,87.19,697.41,8.7,20.16,-2.45
1272,2017-03-31,86.84,697.41,8.7,19.95,0.28
1273,2017-04-03,78.45,697.41,8.7,19.76,0.28
1274,2017-04-04,79.36,697.41,8.7,20.52,0.28
1275,2017-04-05,79.44,697.41,8.7,19.72,0.28
1276,2017-04-06,78.92,697.41,8.7,19.36,0.28
1277,2017-04-07,76.91,697.41,8.7,19.52,0.28
1278,2017-04-10,75.28,697.41,8.7,19.44,0.28
1279,2017-04-11,74.89,697.41,8.7,19.19,0.28
1280,2017-04-12,73.43,697.41,8.7,18.36,0.28
1281,2017-04-13,73.02,697.41,8.7,18.36,0.28
1282,2017-04-17,72.08,697.41,8.7,18.37,0.28
1283,2017-04-18,70.74,697.41,8.7,17.82,0.28
1284,2017-04-19,70.95,697.41,8.7,17.86,0.28
1285,2017-04-20,70.89,697.41,8.7,18.78,0.28
1286,2017-04-21,70.93,697.41,8.7,18.78,0.28
1287,2017-04-24,70.67,697.41,8.7,18.99,0.28
1288,2017-04-25,70.44,697.41,8.7,19.62,0.28
1289,2017-04-26,70.26,697.41,8.7,19.19,0.28
1290,2017-04-27,70.1,697.41,8.7,18.57,0.28
1291,2017-04-28,69.97,697.41,8.7,19.01,0.28
1292,2017-05-01,68.0,701.664,8.5,19.01,0.28
1293,2017-05-02,68.72,701.664,8.5,19.42,0.28
1294,2017-05-03,67.33,701.664,8.5,18.21,0.28
1295,2017-05-04,63.88,701.664,8.5,17.54,0.28
1296,2017-05-05,62.49,701.664,8.5,18.03,0.28
1297,2017-05-08,60.72,701.664,8.5,18.01,0.28
1298,2017-05-09,61.37,701.664,8.5,18.34,0.28
1299,2017-05-10,62.63,701.664,8.5,18.38,0.28
1300,2017-05-11,62.01,701.664,8.5,18.21,0.28
1301,2017-05-12,61.45,701.664,8.5,17.93,0.28
1302,2017-05-15,61.2,701.664,8.5,18.44,0.28
1303,2017-05-16,61.48,701.664,8.5,18.86,0.28
1304,2017-05-17,62.04,701.664,8.5,18.57,0.28
1305,2017-05-18,61.51,701.664,8.5,18.59,0.28
1306,2017-05-19,61.91,701.664,8.5,18.86,0.28
1307,2017-05-22,61.94,701.664,8.5,19.32,0.28
1308,2017-05-23,61.9,701.664,8.5,19.55,0.28
1309,2017-05-24,61.5,701.664,8.5,19.04,0.28
1310,2017-05-25,61.4,701.664,8.5,19.17,0.28
1311,2017-05-26,61.25,701.664,8.5,19.28,0.28
1312,2017-05-30,60.93,701.664,8.5,19.79,0.28
1313,2017-05-31,60.71,701.664,8.5,18.8,0.28
1314,2017-06-01,55.39,708.197,8.3,18.45,0.28
1315,2017-06-02,56.27,708.197,8.3,18.53,0.28
1316,2017-06-05,55.49,708.197,8.3,18.33,0.28
1317,2017-06-06,55.67,708.197,8.3,18.39,0.28
1318,2017-06-07,55.13,708.197,8.3,18.3,0.28
1319,2017-06-08,54.9,708.197,8.3,18.7,0.28
1320,2017-06-09,54.52,708.197,8.3,18.89,0.28
1321,2017-06-12,54.77,708.197,8.3,18.57,0.28
1322,2017-06-13,54.01,708.197,8.3,18.25,0.28
1323,2017-06-14,54.5,708.197,8.3,18.06,0.28
1324,2017-06-15,54.51,708.197,8.3,18.06,0.28
1325,2017-06-16,54.7,708.197,8.3,17.69,0.28
1326,2017-06-19,54.8,708.197,8.3,18.26,0.28
1327,2017-06-20,54.71,708.197,8.3,17.79,0.28
1328,2017-06-21,54.65,708.197,8.3,18.32,0.28
1329,2017-06-22,54.66,708.197,8.3,18.7,0.28
1330,2017-06-23,54.73,708.197,8.3,18.85,0.28
1331,2017-06-26,54.75,708.197,8.3,19.01,0.28
1332,2017-06-27,55.25,708.197,8.3,19.32,0.28
1333,2017-06-28,55.7,708.197,8.3,19.92,0.28
1334,2017-06-29,55.79,708.197,8.3,20.0,0.28
1335,2017-06-30,56.01,708.197,8.3,20.07,0.79
1336,2017-07-03,65.0,708.197,8.3,20.52,0.79
1337,2017-07-05,63.03,708.197,8.3,20.02,0.79
1338,2017-07-06,62.11,708.197,8.3,20.01,0.79
1339,2017-07-07,62.85,708.197,8.3,19.99,0.79
1340,2017-07-10,63.11,708.197,8.3,20.56,0.79
1341,2017-07-11,64.48,708.197,8.3,20.79,0.79
1342,2017-07-12,64.09,708.197,8.3,20.69,0.79
1343,2017-07-13,64.16,708.197,8.3,20.19,0.79
1344,2017-07-14,64.92,708.197,8.3,20.43,0.79
1345,2017-07-17,65.99,708.197,8.3,20.57,0.79
1346,2017-07-18,65.74,708.197,8.3,20.69,0.79
1347,2017-07-19,65.99,708.197,8.3,20.69,0.79
1348,2017-07-20,65.49,708.197,8.3,19.87,0.79
1349,2017-07-21,65.19,708.197,8.3,19.72,0.79
1350,2017-07-24,65.39,708.197,8.3,20.16,0.79
1351,2017-07-25,65.59,708.197,8.3,21.18,0.79
1352,2017-07-26,65.54,708.197,8.3,20.52,0.79
1353,2017-07-27,65.74,708.197,8.3,20.55,0.79
1354,2017-07-28,65.87,708.197,8.3,20.99,0.79
1355,2017-07-31,66.22,708.197,8.3,21.66,0.79
1356,2017-08-01,71.57,712.884,8.0,21.49,0.79
1357,2017-08-02,72.06,712.884,8.0,21.53,0.79
1358,2017-08-03,72.37,712.884,8.0,21.23,0.79
1359,2017-08-04,73.48,712.884,8.0,21.61,0.79
1360,2017-08-07,74.65,712.884,8.0,22.43,0.79
1361,2017-08-08,75.37,712.884,8.0,22.18,0.79
1362,2017-08-09,74.8,712.884,8.0,22.09,0.79
1363,2017-08-10,74.88,712.884,8.0,21.8,0.79
1364,2017-08-11,73.76,712.884,8.0,21.31,0.79
1365,2017-08-14,73.45,712.884,8.0,21.66,0.79
1366,2017-08-15,73.35,712.884,8.0,21.53,0.79
1367,2017-08-16,73.36,712.884,8.0,21.96,0.79
1368,2017-08-17,74.14,712.884,8.0,21.59,0.79
1369,2017-08-18,74.4,712.884,8.0,21.83,0.79
1370,2017-08-21,74.39,712.884,8.0,21.97,0.79
1371,2017-08-22,74.89,712.884,8.0,22.05,0.79
1372,2017-08-23,74.82,712.884,8.0,22.52,0.79
1373,2017-08-24,74.99,712.884,8.0,23.44,0.79
1374,2017-08-25,74.97,712.884,8.0,23.41,0.79
1375,2017-08-28,75.03,712.884,8.0,23.78,0.79
1376,2017-08-29,75.05,712.884,8.0,23.83,0.79
1377,2017-08-30,75.08,712.884,8.0,23.76,0.79
1378,2017-08-31,75.11,712.884,8.0,24.27,0.79
1379,2017-09-01,77.77,713.33,7.9,24.68,0.79
1380,2017-09-05,77.68,713.33,7.9,24.63,0.79
1381,2017-09-06,76.27,713.33,7.9,24.77,0.79
1382,2017-09-07,75.36,713.33,7.9,24.77,0.79
1383,2017-09-08,74.71,713.33,7.9,23.86,0.79
1384,2017-09-11,74.78,713.33,7.9,24.28,0.79
1385,2017-09-12,75.22,713.33,7.9,24.4,0.79
1386,2017-09-13,74.94,713.33,7.9,24.06,0.79
1387,2017-09-14,73.7,713.33,7.9,23.26,0.79
1388,2017-09-15,73.5,713.33,7.9,23.39,0.79
1389,2017-09-18,73.84,713.33,7.9,23.7,0.79
1390,2017-09-19,71.8,713.33,7.9,23.47,0.79
1391,2017-09-20,71.96,713.33,7.9,22.95,0.79
1392,2017-09-21,72.06,713.33,7.9,22.5,0.79
1393,2017-09-22,71.55,713.33,7.9,22.08,0.79
1394,2017-09-25,70.5,713.33,7.9,21.51,0.79
1395,2017-09-26,70.94,713.33,7.9,21.8,0.79
1396,2017-09-27,70.56,713.33,7.9,22.09,0.79
1397,2017-09-28,70.0,713.33,7.9,21.97,0.79
1398,2017-09-29,69.77,713.33,7.9,22.05,0.79
1399,2017-10-02,62.43,713.33,7.9,22.07,0.79
1400,2017-10-03,62.86,713.33,7.9,22.61,0.79
1401,2017-10-04,62.95,713.33,7.9,22.56,0.79
1402,2017-10-05,62.84,713.33,7.9,22.33,0.79
1403,2017-10-06,63.27,713.33,7.9,22.24,0.79
1404,2017-10-09,61.26,713.33,7.9,21.8,0.79
1405,2017-10-10,60.18,713.33,7.9,21.67,0.79
1406,2017-10-11,59.26,713.33,7.9,21.52,0.79
1407,2017-10-12,59.83,713.33,7.9,21.52,0.79
1408,2017-10-13,60.63,713.33,7.9,22.77,0.79
1409,2017-10-16,61.16,713.33,7.9,23.08,0.79
1410,2017-10-17,60.89,713.33,7.9,22.54,0.79
1411,2017-10-18,61.1,713.33,7.9,22.33,0.79
1412,2017-10-19,60.39,713.33,7.9,22.83,0.79
1413,2017-10-20,60.69,713.33,7.9,22.8,0.79
1414,2017-10-23,60.7,713.33,7.9,22.63,0.79
1415,2017-10-24,60.73,713.33,7.9,23.41,0.79
1416,2017-10-25,60.72,713.33,7.9,23.22,0.79
1417,2017-10-26,60.67,713.33,7.9,22.61,0.79
1418,2017-10-27,60.53,713.33,7.9,22.52,0.79
1419,2017-10-30,60.4,713.33,7.9,22.39,0.79
1420,2017-10-31,60.31,713.33,7.9,22.21,0.79
1421,2017-11-01,58.62,717.751,7.7,22.71,0.79
1422,2017-11-02,59.45,717.751,7.7,22.71,0.79
1423,2017-11-03,59.56,717.751,7.7,23.21,0.79
1424,2017-11-06,62.74,717.751,7.7,23.76,0.79
1425,2017-11-07,61.59,717.751,7.7,23.19,0.79
1426,2017-11-08,62.59,717.751,7.7,23.49,0.79
1427,2017-11-09,61.41,717.751,7.7,22.7,0.79
1428,2017-11-10,61.79,717.751,7.7,22.68,0.79
1429,2017-11-13,61.99,717.751,7.7,22.93,0.79
1430,2017-11-14,61.79,717.751,7.7,22.25,0.79
1431,2017-11-15,61.22,717.751,7.7,22.25,0.79
1432,2017-11-16,61.6,717.751,7.7,22.56,0.79
1433,2017-11-17,61.49,717.751,7.7,22.78,0.79
1434,2017-11-20,61.77,717.751,7.7,22.78,0.79
1435,2017-11-21,62.05,717.751,7.7,23.56,0.79
1436,2017-11-22,62.99,717.751,7.7,24.04,0.79
1437,2017-11-24,62.55,717.751,7.7,24.77,0.79
1438,2017-11-27,63.09,717.751,7.7,24.5,0.79
1439,2017-11-28,63.14,717.751,7.7,25.08,0.79
1440,2017-11-29,63.15,717.751,7.7,24.7,0.79
1441,2017-11-30,63.36,717.751,7.7,24.32,0.79
1442,2017-12-01,70.43,718.276,7.5,24.55,0.79
1443,2017-12-04,71.02,718.276,7.5,25.49,0.79
1444,2017-12-05,69.88,718.276,7.5,24.92,0.79
1445,2017-12-06,67.46,718.276,7.5,24.74,0.79
1446,2017-12-07,67.41,718.276,7.5,24.45,0.79
1447,2017-12-08,68.47,718.276,7.5,24.55,0.79
1448,2017-12-11,68.61,718.276,7.5,24.74,0.79
1449,2017-12-12,68.97,718.276,7.5,25.04,0.79
1450,2017-12-13,69.34,718.276,7.5,24.99,0.79
1451,2017-12-14,68.99,718.276,7.5,25.08,0.79
1452,2017-12-15,69.09,718.276,7.5,25.53,0.79
1453,2017-12-18,70.47,718.276,7.5,26.18,0.79
1454,2017-12-19,70.4,718.276,7.5,26.19,0.79
1455,2017-12-20,70.45,718.276,7.5,27.09,0.79
1456,2017-12-21,70.71,718.276,7.5,27.49,0.79
1457,2017-12-22,70.87,718.276,7.5,27.83,0.79
1458,2017-12-26,71.01,718.276,7.5,27.87,0.79
1459,2017-12-27,71.12,718.276,7.5,27.88,0.79
1460,2017-12-28,71.28,718.276,7.5,28.16,0.79
1461,2017-12-29,71.28,718.276,7.5,28.16,0.79
1462,2018-01-02,73.9,718.276,7.5,29.18,0.79
1463,2018-01-03,73.43,718.276,7.5,29.0,0.79
1464,2018-01-04,74.61,718.276,7.5,29.12,0.79
1465,2018-01-05,75.39,718.276,7.5,29.58,0.79
1466,2018-01-08,76.99,718.276,7.5,30.24,0.79
1467,2018-01-09,77.62,718.276,7.5,30.12,0.79
1468,2018-01-10,77.4,718.276,7.5,29.7,0.79
1469,2018-01-11,77.72,718.276,7.5,30.28,0.79
1470,2018-01-12,77.37,718.276,7.5,30.46,0.79
1471,2018-01-16,76.51,718.276,7.5,29.58,0.79
1472,2018-01-17,76.27,718.276,7.5,30.18,0.79
1473,2018-01-18,76.18,718.276,7.5,29.98,0.79
1474,2018-01-19,76.68,718.276,7.5,29.99,0.79
1475,2018-01-22,76.6,718.276,7.5,29.83,0.79
1476,2018-01-23,75.96,718.276,7.5,28.58,0.79
1477,2018-01-24,76.21,718.276,7.5,29.22,0.79
1478,2018-01-25,76.21,718.276,7.5,29.22,0.79
1479,2018-01-26,76.21,718.276,7.5,28.98,0.79
1480,2018-01-29,76.1,718.276,7.5,29.3,0.79
1481,2018-01-30,75.99,718.276,7.5,29.0,0.79
1482,2018-01-31,75.86,718.276,7.5,28.99,0.79
1483,2018-02-01,71.99,721.414,8.0,29.23,0.79
1484,2018-02-02,72.94,721.414,8.0,28.54,0.79
1485,2018-02-05,74.34,721.414,8.0,28.22,0.79
1486,2018-02-06,74.43,721.414,8.0,29.7,0.79
1487,2018-02-07,75.2,721.414,8.0,29.17,0.79
1488,2018-02-08,75.69,721.414,8.0,29.09,0.79
1489,2018-02-09,74.89,721.414,8.0,29.38,0.79
1490,2018-02-12,75.65,721.414,8.0,29.38,0.79
1491,2018-02-13,76.49,721.414,8.0,29.38,0.79
1492,2018-02-14,76.67,721.414,8.0,31.13,0.79
1493,2018-02-15,76.76,721.414,8.0,32.14,0.79
1494,2018-02-16,76.89,721.414,8.0,32.19,0.79
1495,2018-02-20,76.97,721.414,8.0,31.83,0.79
1496,2018-02-21,77.18,721.414,8.0,31.33,0.79
1497,2018-02-22,77.06,721.414,8.0,31.94,0.79
1498,2018-02-23,77.11,721.414,8.0,32.23,0.79
1499,2018-02-26,77.44,721.414,8.0,33.15,0.79
1500,2018-02-27,77.37,721.414,8.0,33.1,0.79
1501,2018-02-28,77.46,721.414,8.0,31.51,0.79
1502,2018-03-01,78.42,723.163,8.4,31.09,0.79
1503,2018-03-02,76.36,723.163,8.4,30.6,0.79
1504,2018-03-05,75.36,723.163,8.4,30.56,0.79
1505,2018-03-06,75.54,723.163,8.4,30.42,0.79
1506,2018-03-07,74.51,723.163,8.4,30.31,0.79
1507,2018-03-08,73.01,723.163,8.4,29.33,0.79
1508,2018-03-09,72.01,723.163,8.4,29.78,0.79
1509,2018-03-12,71.41,723.163,8.4,30.03,0.79
1510,2018-03-13,72.33,723.163,8.4,29.8,0.79
1511,2018-03-14,72.76,723.163,8.4,30.13,0.79
1512,2018-03-15,73.01,723.163,8.4,29.99,0.79
1513,2018-03-16,72.66,723.163,8.4,29.92,0.79
1514,2018-03-19,71.84,723.163,8.4,29.07,0.79
1515,2018-03-20,71.63,723.163,8.4,29.43,0.79
1516,2018-03-21,71.55,723.163,8.4,30.06,0.79
1517,2018-03-22,70.96,723.163,8.4,29.66,0.79
1518,2018-03-23,70.26,723.163,8.4,29.43,0.79
1519,2018-03-26,70.51,723.163,8.4,29.71,0.79
1520,2018-03-27,70.35,723.163,8.4,28.9,0.79
1521,2018-03-28,69.86,723.163,8.4,29.38,0.79
1522,2018-03-29,69.7,723.163,8.4,29.86,0.79
1523,2018-04-02,66.22,723.163,8.4,30.42,0.79
1524,2018-04-03,64.35,723.163,8.4,30.32,0.79
1525,2018-04-04,62.94,723.163,8.4,30.1,0.79
1526,2018-04-05,62.67,723.163,8.4,30.59,0.79
1527,2018-04-06,63.34,723.163,8.4,30.23,0.79
1528,2018-04-09,63.92,723.163,8.4,30.38,0.79
1529,2018-04-10,65.29,723.163,8.4,31.72,0.79
1530,2018-04-11,64.28,723.163,8.4,31.58,0.79
1531,2018-04-12,64.19,723.163,8.4,31.7,0.79
1532,2018-04-13,64.62,723.163,8.4,31.82,0.79
1533,2018-04-16,64.11,723.163,8.4,31.51,0.79
1534,2018-04-17,64.27,723.163,8.4,32.49,0.79
1535,2018-04-18,64.69,723.163,8.4,33.59,0.79
1536,2018-04-19,65.49,723.163,8.4,33.83,0.79
1537,2018-04-20,65.05,723.163,8.4,33.69,0.79
1538,2018-04-23,65.19,723.163,8.4,33.6,0.79
1539,2018-04-24,65.25,723.163,8.4,34.17,0.79
1540,2018-04-25,65.22,723.163,8.4,33.92,0.79
1541,2018-04-26,65.29,723.163,8.4,34.45,0.79
1542,2018-04-27,65.27,723.163,8.4,34.2,0.79
1543,2018-04-30,65.27,723.163,8.4,34.43,0.79
1544,2018-05-01,65.49,726.923,8.1,34.43,0.79
1545,2018-05-02,67.44,726.923,8.1,34.46,0.79
1546,2018-05-03,66.72,726.923,8.1,34.72,0.79
1547,2018-05-04,66.98,726.923,8.1,35.16,0.79
1548,2018-05-07,66.69,726.923,8.1,34.83,0.79
1549,2018-05-08,66.99,726.923,8.1,34.79,0.79
1550,2018-05-09,66.2,726.923,8.1,35.54,0.79
1551,2018-05-10,66.49,726.923,8.1,36.36,0.79
1552,2018-05-11,67.49,726.923,8.1,37.23,0.79
1553,2018-05-14,67.59,726.923,8.1,38.39,0.79
1554,2018-05-15,67.58,726.923,8.1,38.66,0.79
1555,2018-05-16,67.3,726.923,8.1,39.54,0.79
1556,2018-05-17,67.26,726.923,8.1,39.17,0.79
1557,2018-05-18,67.03,726.923,8.1,38.74,0.79
1558,2018-05-21,66.85,726.923,8.1,37.49,0.79
1559,2018-05-22,66.51,726.923,8.1,37.02,0.79
1560,2018-05-23,66.35,726.923,8.1,36.74,0.79
1561,2018-05-24,66.36,726.923,8.1,37.11,0.79
1562,2018-05-25,66.26,726.923,8.1,36.41,0.79
1563,2018-05-29,66.27,726.923,8.1,35.48,0.79
1564,2018-05-30,66.02,726.923,8.1,35.81,0.79
1565,2018-05-31,65.95,726.923,8.1,35.81,0.79
1566,2018-06-01,64.53,733.984,7.9,37.32,0.79
1567,2018-06-04,64.56,733.984,7.9,37.15,0.79
1568,2018-06-05,64.78,733.984,7.9,38.01,0.79
1569,2018-06-06,65.17,733.984,7.9,39.66,0.79
1570,2018-06-07,65.17,733.984,7.9,38.46,0.79
1571,2018-06-08,64.74,733.984,7.9,36.0,0.79
1572,2018-06-11,65.18,733.984,7.9,35.97,0.79
1573,2018-06-12,65.4,733.984,7.9,36.57,0.79
1574,2018-06-13,65.34,733.984,7.9,36.46,0.79
1575,2018-06-14,65.56,733.984,7.9,36.58,0.79
1576,2018-06-15,65.39,733.984,7.9,34.75,0.79
1577,2018-06-18,65.3,733.984,7.9,34.81,0.79
1578,2018-06-19,65.01,733.984,7.9,34.17,0.79
1579,2018-06-20,65.01,733.984,7.9,34.53,0.79
1580,2018-06-21,64.93,733.984,7.9,33.39,0.79
1581,2018-06-22,64.89,733.984,7.9,33.96,0.79
1582,2018-06-25,64.88,733.984,7.9,33.36,0.79
1583,2018-06-26,64.91,733.984,7.9,34.19,0.79
1584,2018-06-27,64.85,733.984,7.9,34.06,0.79
